YEAR,DISTRICT,BOROUGH,REFUSETONSCOLLECTED,PAPERTONSCOLLECTED,MGPTONSCOLLECTED,RESORGANICSTONS,SCHOOLORGANICTONS,LEAVESORGANICTONS,XMASTREETONS
1990,101,Manhattan,1815.9,0,0,0,0,0,0
1991,101,Manhattan,8751.7,0,0,0,0,0,0
1992,101,Manhattan,8319.5,0,0,0,0,0,0
1993,101,Manhattan,7599.1,381.5,219,0,0,0,0
1994,101,Manhattan,7844.5,1405.3,494.1,0,0,0,9.9
1995,101,Manhattan,7698.6,1277.1,502.7,0,0,0,9.4
1996,101,Manhattan,7822.5,1379.5,489.7,0,0,0,6.6
1997,101,Manhattan,7591.4,863.7,569.3,0,0,0,10
1998,101,Manhattan,8132.4,246.1,808.9,0,0,0,11.4
1999,101,Manhattan,9168.9,0,978.4,0,0,0,13.6
2000,101,Manhattan,10588.7,38.5,1205.4,0,0,0,15.5
2001,101,Manhattan,11088.9,19.7,1227.5,0,0,0,18.6
2002,101,Manhattan,12529.6,15.8,657.8,0,0,0,6
2003,101,Manhattan,14536.4,0,0,0,0,0,10.6
2004,101,Manhattan,14435.7,3007,1024.3,0,0,0,12
2005,101,Manhattan,14394.7,4505.8,1644.2,0,0,0,6
2006,101,Manhattan,13699.6,4342.7,1678.5,0,0,0,6
2007,101,Manhattan,13602.7,4541.6,1835.1,0,0,0,8
2008,101,Manhattan,13049.8,4831.4,2017.9,0,0,0,10
2009,101,Manhattan,13451.8,4809.7,2261.3,0,0,0,10
2010,101,Manhattan,13993.5,4640.5,2306.4,0,0,0,12
2011,101,Manhattan,14657,4553.2,2351.6,0,0,0,0
2012,101,Manhattan,15018.9,4031.8,2286.5,0,0,0,12
2013,101,Manhattan,15349.8,4029.5,2344.1,0,110.6,0,14
2014,101,Manhattan,15640.1,4217.3,2412.8,34,358.5,0,18
2015,101,Manhattan,15670,4318,2627.9,146.4,0,0,22
2016,101,Manhattan,15792,4508.8,2687.6,169.5,0,0,20
2017,101,Manhattan,16273,4384.5,2758.4,192.8,0,0,16
2018,101,Manhattan,16485.5,4702.6,2828.8,173.8,0,0,18
2019,101,Manhattan,16383.7,4974.6,3012.9,267.9,0,0,36.1
2020,101,Manhattan,14680.6,4191,2974.8,71.5,0,0,40.7
2021,101,Manhattan,15777.6,4718,2940.7,0,0,0,27.3
2022,101,Manhattan,16265.7,4390.3,2774.5,0,0,0,32.8
2023,101,Manhattan,12178.6,3153.8,2092.8,0,0,0,25.2
1990,102,Manhattan,7447.3,0,0,0,0,0,0
1991,102,Manhattan,34811.2,0,0,0,0,0,0
1992,102,Manhattan,33655.4,0,0,0,0,0,0
1993,102,Manhattan,32569.5,4336.7,1814,0,0,0,0
1994,102,Manhattan,32774.6,6592.7,2892.9,0,0,0,21.8
1995,102,Manhattan,32827.2,5580.9,2928.1,0,0,0,34.2
1996,102,Manhattan,33306.8,6177.1,2832.1,0,0,0,28.5
1997,102,Manhattan,30912.2,3353.5,3171.2,0,0,0,33.1
1998,102,Manhattan,29002.9,754.4,3553.8,0,0,0,37.4
1999,102,Manhattan,28642.2,0,3668.3,0,0,0,36.9
2000,102,Manhattan,28856.7,0,3864.7,0,0,0,41.1
2001,102,Manhattan,28927.3,104.4,3948.5,0,0,0,41.7
2002,102,Manhattan,31211,78.4,1959.6,0,0,0,29.8
2003,102,Manhattan,33991,0,0,0,0,0,23.5
2004,102,Manhattan,31408,5631.1,2420.5,0,0,0,19.9
2005,102,Manhattan,30132.5,7548.9,3429.3,0,0,0,23.4
2006,102,Manhattan,30149.6,6658,3397.3,0,0,0,19.5
2007,102,Manhattan,30161.7,6444.1,3356.8,0,0,0,23.4
2008,102,Manhattan,28470.8,6749.6,3445.7,0,0,0,19.5
2009,102,Manhattan,26668,6005.7,3543.3,0,0,0,27.3
2010,102,Manhattan,25707.3,5817,3411.7,0,0,0,31.2
2011,102,Manhattan,26954.8,5580.6,3412.2,0,0,0,7.8
2012,102,Manhattan,26062,5053.1,3240.1,0,0,0,31.2
2013,102,Manhattan,24955.4,4959.8,3251.3,0,69.4,0,31.2
2014,102,Manhattan,24575.7,5132.1,3457.8,0,195.6,0,31.2
2015,102,Manhattan,23980.1,5269.2,3598.7,0,193.9,0,39
2016,102,Manhattan,23672.1,5500,3773.2,0,155.1,0,35.1
2017,102,Manhattan,23441.8,5334.5,3797.5,0,154.2,0,54.6
2018,102,Manhattan,23578.3,5644.8,3909.5,0,212.4,0,42.9
2019,102,Manhattan,22480.8,5590.8,3934.8,0,286.4,0,38.5
2020,102,Manhattan,20949.7,4855,3807.6,0,67.1,0,46
2021,102,Manhattan,22670.9,5410.8,3634.3,0,36.9,0,26.4
2022,102,Manhattan,22011,4995.2,3377.6,0,251.7,0,26.3
2023,102,Manhattan,16273,3559.1,2474.7,0,186.6,0,28.3
1990,103,Manhattan,17926.8,0,0,0,0,0,0
1991,103,Manhattan,45666,0,0,0,0,0,0
1992,103,Manhattan,45490.6,0,0,0,0,0,0
1993,103,Manhattan,42559.5,2083,1249.7,0,0,0,0
1994,103,Manhattan,44320.5,3115,1938.1,0,0,0,15.2
1995,103,Manhattan,43007.8,2824.7,2002.1,0,0,0,12.6
1996,103,Manhattan,43745.3,2733,1864,0,0,0,6.6
1997,103,Manhattan,43001,1407.4,2105.6,0,0,0,12.3
1998,103,Manhattan,43592.9,424.6,2420.1,0,0,0,13.6
1999,103,Manhattan,43632.7,6.4,2810,0,0,0,20.1
2000,103,Manhattan,43794.2,6.4,3234.2,0,0,8.2,14.3
2001,103,Manhattan,44510.6,267.4,3360.4,0,0,0,17.2
2002,103,Manhattan,43548.3,143.8,1659,0,0,0,12.5
2003,103,Manhattan,43023.1,0,0,0,0,0,0
2004,103,Manhattan,39528.3,3226,2167.2,0,0,0,8
2005,103,Manhattan,38202,4327.5,2968.8,0,0,0,13.8
2006,103,Manhattan,37904.2,4187.1,2910.3,0,0,6,27.6
2007,103,Manhattan,38321.2,4071.1,2851.1,0,0,0,13.8
2008,103,Manhattan,36749.7,4220.6,3050.5,0,0,0,20.7
2009,103,Manhattan,35614.2,4161.8,3293.6,0,0,0,20.7
2010,103,Manhattan,35459.6,4060.9,3163,0,0,0,48.3
2011,103,Manhattan,37622.1,4047,3019.8,0,0,0,13.8
2012,103,Manhattan,36931.1,3757.3,2878.9,0,0,0,20.7
2013,103,Manhattan,36064.8,3813.2,2931.3,0,0,0,41.4
2014,103,Manhattan,35677.7,3841.9,3152.5,0,119.3,0,31.4
2015,103,Manhattan,35391.6,4076.7,3477,0,326.5,0,41.4
2016,103,Manhattan,34962.9,4052.6,3796,0,383.4,0,48.3
2017,103,Manhattan,35189.4,4034.2,3825,0,476.1,0,41.4
2018,103,Manhattan,35827.5,4070.6,3808.7,0,492.3,0,62.1
2019,103,Manhattan,35367.4,3953.1,3721.7,0,477.3,0,15.3
2020,103,Manhattan,33707.8,4094.4,4059.2,0,123.9,0,20
2021,103,Manhattan,33602.4,4555,3702.7,0,54,0,11.3
2022,103,Manhattan,32704.4,4067.9,3403.4,0,296.8,0,11.1
2023,103,Manhattan,23843.3,2833.3,2487.6,0,202.6,0,9.5
1990,104,Manhattan,5218,0,0,0,0,0,0
1991,104,Manhattan,24414,0,0,0,0,0,0
1992,104,Manhattan,23034.2,0,0,0,0,0,0
1993,104,Manhattan,20632.1,2199.1,960.1,0,0,0,0
1994,104,Manhattan,21585,3284.1,1627.8,0,0,0,26.3
1995,104,Manhattan,22124.2,2840.9,1726.1,0,0,0,23.8
1996,104,Manhattan,27614.7,3812.7,1995.1,0,0,0,25
1997,104,Manhattan,27258.8,2177.5,2455.2,0,0,0,28.8
1998,104,Manhattan,27222.7,558.3,2958.9,0,0,0,35.5
1999,104,Manhattan,27916.4,9.6,3324.3,0,0,0,38.1
2000,104,Manhattan,25009.3,0,3415.5,0,0,0,35.7
2001,104,Manhattan,25735.7,140.2,3503,0,0,0,36
2002,104,Manhattan,27522.8,36.2,1826.9,0,0,0,16.8
2003,104,Manhattan,30158.3,0,0,0,0,0,17.7
2004,104,Manhattan,28560.8,5064.7,2466.2,0,0,0,20.6
2005,104,Manhattan,26908.6,7023.1,3607.1,0,0,0,18.9
2006,104,Manhattan,27024.6,5956.6,3679.1,0,0,0.9,18.9
2007,104,Manhattan,26685.5,5845.3,3567.5,0,0,0,18.9
2008,104,Manhattan,25769.9,6039.3,3720.9,0,0,0,18.9
2009,104,Manhattan,25160.8,5585.1,3893.4,0,0,0,10.8
2010,104,Manhattan,25420.3,5619.4,3854.2,0,0,0,21.6
2011,104,Manhattan,26920,5515.1,3843,0,0,0,5.4
2012,104,Manhattan,26744.4,5120.1,3747.4,0,0,0,16.2
2013,104,Manhattan,27028.5,5053.1,3780.5,0,0,0,29.7
2014,104,Manhattan,27474.9,5176,4062.8,0,0,0,23.3
2015,104,Manhattan,27040.6,5422.9,4323.3,0,0,0,21.6
2016,104,Manhattan,27276.6,5654.8,4665.4,0,0,0,16.2
2017,104,Manhattan,27927.2,5442,4666.3,0,0,0,40.5
2018,104,Manhattan,28795.4,6022.6,4695.1,234,0,0,21.6
2019,104,Manhattan,28045,6123.6,4728.9,500,0,0,27
2020,104,Manhattan,27138.4,5613.4,4934.4,134.2,0,0,29.7
2021,104,Manhattan,28190,6246,4619.7,0,0,0,21.6
2022,104,Manhattan,28274,5616.1,4266.6,0,0,13,23
2023,104,Manhattan,21430.5,4071.3,3142,0,0,0,24.3
1990,105,Manhattan,6801.9,0,0,0,0,0,0
1991,105,Manhattan,16185.1,0,0,0,0,0,0
1992,105,Manhattan,15931.4,0,0,0,0,0,0
1993,105,Manhattan,14344.4,2159.3,722.7,0,0,0,0
1994,105,Manhattan,15095.1,3171.8,1192.3,0,0,0,13.1
1995,105,Manhattan,14915.3,2776,1222.9,0,0,0,14.4
1996,105,Manhattan,15409.5,3107,1195.1,0,0,0,17.3
1997,105,Manhattan,15515.9,1683.4,1329.2,0,0,0,8.1
1998,105,Manhattan,15639,484.7,1435.7,0,0,0,16.7
1999,105,Manhattan,15597.9,7.9,1536.3,0,0,0,16.4
2000,105,Manhattan,16039.3,0,1650.5,0,0,0,16.6
2001,105,Manhattan,16291.5,19.1,1708.9,0,0,0,16.8
2002,105,Manhattan,17627.3,0,863.8,0,0,0,11
2003,105,Manhattan,19027,0,0,0,0,0,7.7
2004,105,Manhattan,18626.3,2791,1102.3,0,0,0,10.4
2005,105,Manhattan,18412,3962.6,1637.4,0,0,0,11.2
2006,105,Manhattan,18029.1,3555.1,1692.2,0,0,0,16.8
2007,105,Manhattan,17697.6,3534.5,1754.6,0,0,0,16.8
2008,105,Manhattan,17182.3,3889.1,1848.5,0,0,0,16.8
2009,105,Manhattan,16287.4,3522.3,1926.6,0,0,0,16.8
2010,105,Manhattan,15681,3438.5,1854.9,0,0,0,22.4
2011,105,Manhattan,16155.3,3152.4,1863.1,0,0,0,5.6
2012,105,Manhattan,15786.3,2847.9,1767.2,0,0,0,16.8
2013,105,Manhattan,15624.9,2773.1,1763.3,0,0,0,16.8
2014,105,Manhattan,15489.4,3001.5,1850.8,0,0,0,28
2015,105,Manhattan,15326.8,3200.7,1893.9,0,0,0,28
2016,105,Manhattan,15700.7,3254.1,2029,0,0,0,22.4
2017,105,Manhattan,15770.2,3061.7,2112.2,0,0,0,28
2018,105,Manhattan,15847.4,3391,2106.3,0,0,0,50.4
2019,105,Manhattan,15525.9,3502.6,2182.6,0,0,0,19.1
2020,105,Manhattan,14179.8,3094.3,2196.2,0,0,0,22.4
2021,105,Manhattan,15152.6,3463.5,2166.8,0,0,0,13.6
2022,105,Manhattan,15345.8,3277.9,2075.5,0,0,0,17.4
2023,105,Manhattan,11441,2320.6,1501.4,0,0,0,11.7
1990,106,Manhattan,19414.3,0,0,0,0,0,0
1991,106,Manhattan,46644.7,0,0,0,0,0,0
1992,106,Manhattan,45112.7,0,0,0,0,0,0
1993,106,Manhattan,40118.9,6499.6,2363.3,0,0,0,0
1994,106,Manhattan,41359.5,9382.8,3681.8,0,0,0,53.9
1995,106,Manhattan,41421.3,6946.2,3789,0,0,0,51.8
1996,106,Manhattan,42824.7,9035.7,3608.4,0,0,0,42.4
1997,106,Manhattan,42283.1,4972.5,4178.8,0,0,0,65.2
1998,106,Manhattan,42137.4,1283,4634.6,0,0,0,62.6
1999,106,Manhattan,42329.6,19.9,5022.7,0,0,17,75.1
2000,106,Manhattan,42388.2,16.2,5338.2,0,0,0,72.6
2001,106,Manhattan,42281.4,82.8,5556.4,0,0,4.3,73.5
2002,106,Manhattan,46155.5,46.3,2819.3,0,0,0,42.3
2003,106,Manhattan,49995.1,0,0,0,0,0,31.2
2004,106,Manhattan,46530.8,9000.3,3784.4,0,0,0,35.2
2005,106,Manhattan,44648.4,11588.6,5291.3,0,0,0,35.7
2006,106,Manhattan,43864.1,9198.2,5185.7,0,0,0,40.8
2007,106,Manhattan,42055.2,9284.7,5033,0,0,0,45.9
2008,106,Manhattan,38703.6,10304,5151.3,0,0,0,45.9
2009,106,Manhattan,36366.1,8961.3,5266.5,0,0,0,37
2010,106,Manhattan,35018.8,8483.9,5072.1,0,0,0,44.6
2011,106,Manhattan,36564.8,6939.6,4565.3,0,0,0,56.1
2012,106,Manhattan,35576.7,5861.7,4204.4,0,0,0,40.8
2013,106,Manhattan,35064.1,5867.1,4177.5,0,0,0,58.7
2014,106,Manhattan,34678.4,6195.8,4426.3,0,0,0,81.6
2015,106,Manhattan,33977.4,6421.9,4710.6,0,0,0,56.1
2016,106,Manhattan,33802.9,6604.6,4902.7,22.8,0,6.9,45.9
2017,106,Manhattan,33931.2,6281.8,4901,199.9,0,0,39.5
2018,106,Manhattan,34495.7,6839.3,4945.5,330.7,0,0,45.9
2019,106,Manhattan,34043.5,6938.3,5039.1,492.8,0,0,38.8
2020,106,Manhattan,31414.7,6186.4,5125.1,161.2,0,0,41
2021,106,Manhattan,32735.8,6804.8,4856.2,4.8,0,0,30.6
2022,106,Manhattan,33219.5,6277.5,4582.9,101.8,0,0,28.6
2023,106,Manhattan,25159.4,4511.9,3364.7,85.8,0,0,22.5
1990,107,Manhattan,15227.3,0,0,0,0,0,0
1991,107,Manhattan,70949.8,0,0,0,0,0,0
1992,107,Manhattan,69966,0,0,0,0,0,0
1993,107,Manhattan,68171.2,9283.3,3726,0,0,0,0
1994,107,Manhattan,69952.2,13699.7,5715,0,0,0,104.6
1995,107,Manhattan,69324.6,12062,5872.4,0,0,0,95.6
1996,107,Manhattan,73297.9,13540.9,5841.9,0,0,0,120.5
1997,107,Manhattan,74269.5,7235.9,6530.9,0,0,0,118.2
1998,107,Manhattan,73576,1806.7,7614.3,0,0,0,111.1
1999,107,Manhattan,75650.1,0,8322.3,0,0,0,121.4
2000,107,Manhattan,71050.9,0,8704,0,0,0,118.6
2001,107,Manhattan,72649.7,94.4,9156.6,0,0,0,121.1
2002,107,Manhattan,76495.3,58.5,4589.1,0,0,0,89.7
2003,107,Manhattan,80500.8,4.7,0,0,0,0,51.2
2004,107,Manhattan,74566.1,13364.8,5661.2,0,0,0,82.1
2005,107,Manhattan,72087.9,17529.7,7486.4,0,0,0,67.2
2006,107,Manhattan,71253,14992.8,7272.6,0,0,0,67.2
2007,107,Manhattan,69762.1,14504.6,7240.7,0,0,0,67.2
2008,107,Manhattan,66715.4,16339.5,7446.7,0,0,0,67.2
2009,107,Manhattan,64016.7,14474.4,7604.9,0,0,0,72
2010,107,Manhattan,62359.1,14402.9,7426.9,0,0,0,76.8
2011,107,Manhattan,64649.7,13949.3,7535.5,0,0,0,96
2012,107,Manhattan,62532.3,13441.8,7313,0,79.8,0,96
2013,107,Manhattan,62534.2,12666.6,7427.1,0,357,0,105.6
2014,107,Manhattan,61496.9,12658.5,7953.2,36.9,416.2,0,111.4
2015,107,Manhattan,60041.8,13562.7,8423.6,166.7,272.1,0,110.4
2016,107,Manhattan,59292.5,14069,9103.2,176.6,282.6,0,105.6
2017,107,Manhattan,58931.2,13395.5,9151.7,242.5,300,0,93.9
2018,107,Manhattan,59094.4,14042,9243.9,288.9,346.6,0,57.6
2019,107,Manhattan,56333.6,13518.6,9291.1,451.9,400.7,0,86.4
2020,107,Manhattan,51776.6,11879.9,9342.3,154,111.8,0,81
2021,107,Manhattan,52850.5,12509.2,8909.4,14.6,44.4,0,81.6
2022,107,Manhattan,51964.9,11644.4,8460.1,519.4,337.1,0,42.8
2023,107,Manhattan,38882,8377.5,6265.1,526.3,259.1,0,60.3
1990,108,Manhattan,30653.5,0,0,0,0,0,0
1991,108,Manhattan,78136.7,0,0,0,0,0,0
1992,108,Manhattan,77790.3,0,0,0,0,0,0
1993,108,Manhattan,71638,12133.1,4049.1,0,0,0,0
1994,108,Manhattan,73888.9,17336.9,6561.9,0,0,0,81.3
1995,108,Manhattan,74200.3,12794.6,6543.4,0,0,0,95.3
1996,108,Manhattan,76658.5,16270.9,6425.1,0,0,0,112.2
1997,108,Manhattan,74778.6,9173,7283.3,0,0,0,123.4
1998,108,Manhattan,73890.5,2773.5,8238,0,0,0,113.6
1999,108,Manhattan,72721.7,1008.2,8937.6,0,0,0,125.5
2000,108,Manhattan,73332.6,9.6,9280.2,0,0,0,111.2
2001,108,Manhattan,73770.6,206.5,9680.2,0,0,0,123.8
2002,108,Manhattan,79336.9,46.4,4927.5,0,0,0,114.1
2003,108,Manhattan,87204.8,7,0,0,0,0,5.8
2004,108,Manhattan,82351.5,15530.3,5775,0,0,0,61.6
2005,108,Manhattan,80159,20446.9,8010.8,0,0,0,84
2006,108,Manhattan,78642.5,16376.6,7956.9,0,0,0,84
2007,108,Manhattan,77166.4,16258.6,7817.5,0,0,0,78
2008,108,Manhattan,73012.4,18978.7,8143.1,0,0,0,84
2009,108,Manhattan,68522.5,15768.5,8199.9,0,0,0,101
2010,108,Manhattan,66827.5,15234.8,7712.9,0,0,0,87.5
2011,108,Manhattan,69473.6,14052.4,7932.6,0,0,0,63
2012,108,Manhattan,67258.4,13468.3,7591.4,0,0,0,100
2013,108,Manhattan,66039.3,13217.5,7630,0,0,0,192
2014,108,Manhattan,64381.9,13541.9,8170.5,39.1,0,0,142
2015,108,Manhattan,63034.6,14014.8,8791.2,134.4,0,0,114
2016,108,Manhattan,62145,14351,9263.4,81.7,0,0,138
2017,108,Manhattan,63134.6,13695.4,9306.7,158.4,0,0,185
2018,108,Manhattan,62726,14632.1,9482.6,174,0,0,144
2019,108,Manhattan,61116,14355.1,9566.9,238.4,0,0,150
2020,108,Manhattan,54318.1,12518.4,9564.1,72.8,0,0,162
2021,108,Manhattan,56908.5,13250.4,8950.8,0,0,0,96
2022,108,Manhattan,57306,12360,8706,0,0,0,89.2
2023,108,Manhattan,42906.7,8936,6406,0,0,0,75.1
1990,109,Manhattan,8648.3,0,0,0,0,0,0
1991,109,Manhattan,42710.6,0,0,0,0,0,0
1992,109,Manhattan,42158,0,0,0,0,0,0
1993,109,Manhattan,38362.1,1702.4,991.4,0,0,0,0
1994,109,Manhattan,38386.4,2502.8,1483.5,0,0,0,10.6
1995,109,Manhattan,37788.5,2401.1,1539.7,0,0,0,13
1996,109,Manhattan,39122.9,2452.2,1463.4,0,0,0,13.5
1997,109,Manhattan,37398,1295.9,1949.7,0,0,0,11.9
1998,109,Manhattan,37344.3,444,2627.3,0,0,0,16.1
1999,109,Manhattan,38043,830.8,2968.7,0,0,0,16.7
2000,109,Manhattan,34888.6,0,3110.5,0,0,0,21.8
2001,109,Manhattan,36552,125.7,3279.1,0,0,0,21.7
2002,109,Manhattan,38365,59.9,1574.4,0,0,0,12.2
2003,109,Manhattan,40078.5,7.1,0,0,0,0,14.2
2004,109,Manhattan,38611.2,2386.6,1698.2,0,0,0,13.1
2005,109,Manhattan,37776,3310,2371.5,0,0,0,8.2
2006,109,Manhattan,36632.3,3282.4,2302.5,0,0,0,12.3
2007,109,Manhattan,35375.3,3261.9,2118.6,0,0,0,12.3
2008,109,Manhattan,33614.3,3359.6,2153.7,0,0,0,8.2
2009,109,Manhattan,32084,3181.7,2251.1,0,0,0,12.3
2010,109,Manhattan,31547.4,3077.7,2212.4,0,0,0,16.4
2011,109,Manhattan,32158.8,3112.9,2215.2,0,0,0,12.3
2012,109,Manhattan,30399.2,2999.9,2162.2,0,0,0,14.7
2013,109,Manhattan,29970.2,3168.9,2300.3,0,0,0,20.5
2014,109,Manhattan,29498.7,3183.1,2533.1,0,95.8,0,20.7
2015,109,Manhattan,28370.8,3229.2,2817.2,35,321.3,0,16.4
2016,109,Manhattan,28369.7,3379.4,3117,233,462.4,0,24.6
2017,109,Manhattan,27679.1,3345.1,3114.5,319.2,684.9,0,28.7
2018,109,Manhattan,27226.9,3356.6,3125.7,218.3,713.7,0,36.9
2019,109,Manhattan,26247.2,3295.5,3180.1,307.2,656.2,0,20.5
2020,109,Manhattan,26603.6,3261,3524.2,145.1,147.3,0,20.5
2021,109,Manhattan,26315.6,3279.3,3235.4,0,49.1,0,18.5
2022,109,Manhattan,25500.5,3030.7,2984.9,0,249.6,0,15.9
2023,109,Manhattan,18928.7,2139.1,2247.7,0,315.4,0,12.7
1990,110,Manhattan,14429.2,0,0,0,0,0,0
1991,110,Manhattan,37401.4,0,0,0,0,0,0
1992,110,Manhattan,38634.7,0,0,0,0,0,0
1993,110,Manhattan,36961.4,575.5,477.2,0,0,0,0
1994,110,Manhattan,38959,798.3,810.7,0,0,0,14.1
1995,110,Manhattan,38158.5,827.6,896.1,0,0,0,10.4
1996,110,Manhattan,38432.3,807.5,771.9,0,0,0,5.3
1997,110,Manhattan,37628.7,445.4,1045.7,0,0,0,10.2
1998,110,Manhattan,36632.9,202.2,1388.6,0,0,0,12.4
1999,110,Manhattan,35540.1,285.6,1907.9,0,0,0,15.9
2000,110,Manhattan,34753.4,0,2157.6,0,0,0,13.3
2001,110,Manhattan,36162.1,39.8,2198.7,0,0,0,19.1
2002,110,Manhattan,37660,92.1,1087,0,0,0,10.7
2003,110,Manhattan,37880.3,12.6,0,0,0,0,10
2004,110,Manhattan,37305.8,1367.7,1320.7,0,0,0,8.6
2005,110,Manhattan,36764.9,1994.5,1713.2,0,0,0,10.8
2006,110,Manhattan,35557.9,2119.2,1690.4,0,0,3.4,7.2
2007,110,Manhattan,35135.7,2184.7,1529.1,0,0,0,8.7
2008,110,Manhattan,34466.2,2251.6,1596.2,0,0,0,10.8
2009,110,Manhattan,34642.7,2289.6,1760,0,0,0,10.8
2010,110,Manhattan,33873,2347.7,1755.4,0,0,0,18
2011,110,Manhattan,35220.1,2479.3,1779.2,0,0,0,15.4
2012,110,Manhattan,33704.8,2395.1,1786.3,0,0,0,46.6
2013,110,Manhattan,33721.5,2516.1,1921.7,0,0,0,25.2
2014,110,Manhattan,33452.8,2740.9,2197.8,0,0,0,25.2
2015,110,Manhattan,33065.1,2971.2,2566.4,0,79,0,21.6
2016,110,Manhattan,33081.2,3176.7,2927,0,114.2,0,18
2017,110,Manhattan,33275.1,3170.8,2990.5,0,158.3,0,37.8
2018,110,Manhattan,33449,3214.4,3012.4,0,209,0,28.8
2019,110,Manhattan,31764.9,3197.8,3095.3,34.1,133.2,0,21.6
2020,110,Manhattan,32536.2,3490.9,3495.8,68.8,78,21,25.2
2021,110,Manhattan,32529.8,3400.1,3193.4,0,59,24.5,28.8
2022,110,Manhattan,30805.8,3072.5,2841.3,0,170.6,40,10.8
2023,110,Manhattan,22795.6,2217,2107.2,0,61.1,0,14.4
1990,111,Manhattan,14945.3,0,0,0,0,0,0
1991,111,Manhattan,38425.8,0,0,0,0,0,0
1992,111,Manhattan,38176.5,0,0,0,0,0,0
1993,111,Manhattan,37857.5,807.1,439.1,0,0,0,0
1994,111,Manhattan,40009.6,1168.8,655.8,0,0,0,9.2
1995,111,Manhattan,38011.4,1073.2,700.4,0,0,0,15.3
1996,111,Manhattan,38441.7,1020.8,625.2,0,0,0,11.2
1997,111,Manhattan,37741.7,556.2,832.7,0,0,0,16.8
1998,111,Manhattan,37463,168.3,1090.7,0,0,0,19.9
1999,111,Manhattan,34142.5,437.4,1601,0,0,0,17.7
2000,111,Manhattan,33889.5,0,1936.9,0,0,0,24.6
2001,111,Manhattan,34832.9,76.8,1950,0,0,0,22.1
2002,111,Manhattan,35703.7,79.2,995.6,0,0,0,4.9
2003,111,Manhattan,33340,7.2,0,0,0,0,9.1
2004,111,Manhattan,31090.4,1490.5,1268.8,0,0,0,10
2005,111,Manhattan,30966.5,2054.4,1587,0,0,0,7.5
2006,111,Manhattan,30756.5,2022.5,1534.1,0,0,10.8,7.5
2007,111,Manhattan,28623.2,2031.6,1413.5,0,0,0,5
2008,111,Manhattan,27124,2149.5,1450.1,0,0,0,7.5
2009,111,Manhattan,26709.4,2072.6,1524.7,0,0,0,7.5
2010,111,Manhattan,25589.6,2013.9,1452.5,0,0,0,7
2011,111,Manhattan,27116.3,2103.4,1474.7,0,0,0,7.5
2012,111,Manhattan,26786.3,2057.2,1467.8,0,0,0,10
2013,111,Manhattan,26605.2,2144.9,1575.5,0,0,0,17.5
2014,111,Manhattan,26188.6,2391.8,1868.3,0,112.6,0,13.6
2015,111,Manhattan,26405.5,2509.4,2146,0,206.1,0,10
2016,111,Manhattan,26733.8,2610.2,2340.3,0,105.7,0,15
2017,111,Manhattan,26817.1,2614.5,2274.5,0,120.6,0,15
2018,111,Manhattan,27234.6,2662.5,2253.7,0,96.6,0,17.5
2019,111,Manhattan,27363.4,2531.7,2251.1,0,136,0,17.5
2020,111,Manhattan,26910.6,2763.9,2569.1,3.8,0,0,12.5
2021,111,Manhattan,27709,2708.4,2320.6,0,0,0,12.2
2022,111,Manhattan,27931.7,2474.4,2137.1,0,34.9,0,9.8
2023,111,Manhattan,21381.3,1834.6,1586.5,0,102.6,0,11.2
1990,112,Manhattan,16811.1,0,0,0,0,0,0
1991,112,Manhattan,77951.7,0,0,0,0,0,0
1992,112,Manhattan,77032.2,0,0,0,0,0,0
1993,112,Manhattan,71079.1,2281,2070.5,0,0,0,0
1994,112,Manhattan,74848.8,3293.7,2873,0,0,0,11.2
1995,112,Manhattan,74078.2,3012,2937.5,0,0,0,12.1
1996,112,Manhattan,74432.6,2965.3,2778.9,0,0,0,10.2
1997,112,Manhattan,71212.5,1685.1,4542.7,0,0,0,19.3
1998,112,Manhattan,69476.5,670.4,6002.3,0,0,0,31.5
1999,112,Manhattan,68943,1099.6,7247.1,0,0,0,29.8
2000,112,Manhattan,69536.4,75.9,7909.7,0,0,0,34.8
2001,112,Manhattan,72554.1,126.7,8083.3,0,0,0,43.4
2002,112,Manhattan,77182.3,193,3852.5,0,0,0,25.3
2003,112,Manhattan,79889.9,28.2,0,0,0,0,0
2004,112,Manhattan,74854,3995.5,4618.2,0,0,0,12.1
2005,112,Manhattan,73659.2,5228.2,5463.7,0,0,0,25.6
2006,112,Manhattan,70799.1,5249,5006,0,0,0,19.2
2007,112,Manhattan,69032.4,5185.6,4500.2,0,0,0,32
2008,112,Manhattan,66730.8,5100.1,4497.3,0,0,0,25.6
2009,112,Manhattan,64520.8,5165.9,4964.5,0,0,0,32
2010,112,Manhattan,62564.6,4994,4727.9,0,0,0,31
2011,112,Manhattan,64334,5028,4569,0,0,0,29.6
2012,112,Manhattan,61109.8,4763.9,4433.5,0,0,0,25.6
2013,112,Manhattan,59573.5,5052.6,4581.3,0,0,0,38.4
2014,112,Manhattan,59570.6,5241.4,5122.4,0,365.7,0,41.6
2015,112,Manhattan,57622.9,5624.4,5789.5,0,272.6,0,44.8
2016,112,Manhattan,58010.5,5598.7,6127.5,0,273.8,0,38.4
2017,112,Manhattan,57932,5492.9,5887.8,0,341.6,0,44.8
2018,112,Manhattan,57980.2,5532.1,5881.7,309.4,376.6,0,70.4
2019,112,Manhattan,56114.7,5393.7,6022.7,388.1,356.6,0,32
